event_id,timestamp,user_id,source_ip,country,device_id,event_type,resource,action,status,session_id,bytes_transferred,duration
10067,2026-08-02 10:21:43,U146,10.5.9.31,Germany,DEV_ENG_146,FILE,/docs/architecture.pdf,FILE_READ,SUCCESS,S_U146_1_0_c2d1d4,1035683,13
10044,2026-08-02 10:31:14,U110,10.4.7.228,USA,DEV_EXE_110,FILE,/exec/strategy_2027.pdf,FILE_READ,SUCCESS,S_U110_1_2_b1eb78,2276847,13
10068,2026-08-02 10:36:43,U146,10.5.9.31,Germany,DEV_ENG_146,FILE,/jira/tickets,FILE_WRITE,SUCCESS,S_U146_1_0_c2d1d4,1455371,5
10069,2026-08-02 10:43:43,U146,10.5.9.31,Germany,DEV_ENG_146,FILE,/jira/tickets,FILE_WRITE,SUCCESS,S_U146_1_0_c2d1d4,1504739,17
10045,2026-08-02 10:46:14,U110,10.4.7.228,USA,DEV_EXE_110,FILE,/finance/summary.xlsx,FILE_READ,SUCCESS,S_U110_1_2_b1eb78,1437439,13
10070,2026-08-02 10:54:43,U146,10.5.9.31,Germany,DEV_ENG_146,FILE,/docs/architecture.pdf,FILE_READ,SUCCESS,S_U146_1_0_c2d1d4,126959,16
10071,2026-08-02 10:55:43,U146,10.5.9.31,Germany,DEV_ENG_146,AUTHENTICATION,-,PASSWORD_CHANGE,SUCCESS,S_U146_1_0_c2d1d4,0,2
10072,2026-08-02 11:08:43,U146,10.5.9.31,Germany,DEV_ENG_146,AUTHENTICATION,-,LOGOUT,SUCCESS,S_U146_1_0_c2d1d4,0,0
10046,2026-08-02 11:10:14,U110,10.4.7.228,USA,DEV_EXE_110,FILE,/exec/strategy_2027.pdf,FILE_WRITE,SUCCESS,S_U110_1_2_b1eb78,1336070,10
10047,2026-08-02 11:19:14,U110,10.4.7.228,USA,DEV_EXE_110,FILE,/exec/board_deck.pptx,FILE_READ,SUCCESS,S_U110_1_2_b1eb78,857757,12
10048,2026-08-02 11:24:14,U110,10.4.7.228,USA,DEV_EXE_110,FILE,/finance/summary.xlsx,FILE_READ,SUCCESS,S_U110_1_2_b1eb78,2944755,7
10049,2026-08-02 11:32:14,U110,10.4.7.228,USA,DEV_EXE_110,FILE,/exec/board_deck.pptx,FILE_READ,SUCCESS,S_U110_1_2_b1eb78,2080876,10
10050,2026-08-02 11:53:14,U110,10.4.7.228,USA,DEV_EXE_110,AUTHENTICATION,-,LOGOUT,SUCCESS,S_U110_1_2_b1eb78,0,0
10059,2026-08-02 15:28:44,U133,10.5.2.20,USA,DEV_HR_133,LOGIN,-,LOGIN_SUCCESS,SUCCESS,S_U133_1_0_3b51a0,0,1
10029,2026-08-02 15:42:23,U110,10.1.4.235,USA,DEV_EXE_110,LOGIN,-,LOGIN_SUCCESS,SUCCESS,S_U110_1_0_0a98cf,0,2
10030,2026-08-02 15:47:23,U110,10.1.4.235,USA,DEV_EXE_110,FILE,/exec/strategy_2027.pdf,FILE_WRITE,SUCCESS,S_U110_1_0_0a98cf,2715837,30
10060,2026-08-02 15:52:44,U133,10.5.2.20,USA,DEV_HR_133,FILE,/hr/benefits.pdf,FILE_READ,SUCCESS,S_U133_1_0_3b51a0,1954345,4
10031,2026-08-02 16:03:23,U110,10.1.4.235,USA,DEV_EXE_110,FILE,/finance/summary.xlsx,FILE_READ,SUCCESS,S_U110_1_0_0a98cf,1876565,7
10061,2026-08-02 16:15:44,U133,10.5.2.20,USA,DEV_HR_133,FILE,/hr/employee_records,FILE_WRITE,SUCCESS,S_U133_1_0_3b51a0,879713,15
10036,2026-08-02 16:15:48,U110,10.4.7.228,USA,DEV_EXE_110,LOGIN,-,LOGIN_SUCCESS,SUCCESS,S_U110_1_1_064c0a,0,1
10062,2026-08-02 16:20:44,U133,10.5.2.20,USA,DEV_HR_133,FILE,/hr/performance_reviews/,FILE_READ,SUCCESS,S_U133_1_0_3b51a0,674906,10
10063,2026-08-02 16:26:44,U133,10.5.2.20,USA,DEV_HR_133,FILE,/hr/employee_records,FILE_READ,SUCCESS,S_U133_1_0_3b51a0,745930,27
10037,2026-08-02 16:27:48,U110,10.4.7.228,USA,DEV_EXE_110,FILE,/exec/board_deck.pptx,FILE_WRITE,SUCCESS,S_U110_1_1_064c0a,939695,13
10032,2026-08-02 16:28:23,U110,10.1.4.235,USA,DEV_EXE_110,FILE,/finance/summary.xlsx,FILE_READ,SUCCESS,S_U110_1_0_0a98cf,1182807,21
10038,2026-08-02 16:37:48,U110,10.4.7.228,USA,DEV_EXE_110,FILE,/exec/strategy_2027.pdf,FILE_WRITE,SUCCESS,S_U110_1_1_064c0a,2550455,24
10033,2026-08-02 16:47:23,U110,10.1.4.235,USA,DEV_EXE_110,FILE,/exec/strategy_2027.pdf,FILE_WRITE,SUCCESS,S_U110_1_0_0a98cf,1876931,28
10039,2026-08-02 16:47:48,U110,10.4.7.228,USA,DEV_EXE_110,FILE,/finance/summary.xlsx,FILE_READ,SUCCESS,S_U110_1_1_064c0a,2216891,8
10064,2026-08-02 16:49:44,U133,10.5.2.20,USA,DEV_HR_133,AUTHENTICATION,-,LOGOUT,SUCCESS,S_U133_1_0_3b51a0,0,0
10040,2026-08-02 16:51:48,U110,10.4.7.228,USA,DEV_EXE_110,FILE,/exec/board_deck.pptx,FILE_READ,SUCCESS,S_U110_1_1_064c0a,1754683,17
10041,2026-08-02 17:10:48,U110,10.4.7.228,USA,DEV_EXE_110,FILE,/exec/board_deck.pptx,FILE_READ,SUCCESS,S_U110_1_1_064c0a,2046879,22
10034,2026-08-02 17:12:23,U110,10.1.4.235,USA,DEV_EXE_110,FILE,/finance/summary.xlsx,FILE_WRITE,SUCCESS,S_U110_1_0_0a98cf,1401843,29
10042,2026-08-02 17:15:48,U110,10.4.7.228,USA,DEV_EXE_110,AUTHENTICATION,-,LOGOUT,SUCCESS,S_U110_1_1_064c0a,0,0
10035,2026-08-02 17:25:23,U110,10.1.4.235,USA,DEV_EXE_110,AUTHENTICATION,-,LOGOUT,SUCCESS,S_U110_1_0_0a98cf,0,0
10461,2026-08-03 09:11:59,U132,10.3.7.35,USA,DEV_IT _132,LOGIN,-,LOGIN_SUCCESS,SUCCESS,S_U132_2_1_145e6a,0,3
10409,2026-08-03 09:15:13,U129,10.5.1.193,Canada,DEV_IT _129,LOGIN,-,LOGIN_SUCCESS,SUCCESS,S_U129_2_1_0f50ea,0,1
10594,2026-08-03 09:19:05,U145,10.5.6.242,Canada,DEV_IT _145,LOGIN,-,LOGIN_SUCCESS,SUCCESS,S_U145_2_0_a23b8d,0,2
10262,2026-08-03 09:22:15,U116,10.2.3.97,USA,DEV_IT _116,LOGIN,-,LOGIN_SUCCESS,SUCCESS,S_U116_2_1_100fb8,0,1
10363,2026-08-03 09:26:21,U124,10.1.1.105,UK,DEV_HR_124,LOGIN,-,LOGIN_SUCCESS,SUCCESS,S_U124_2_1_e5389e,0,1
10462,2026-08-03 09:35:59,U132,10.3.7.35,USA,DEV_IT _132,FILE,/code/main_app,FILE_READ,SUCCESS,S_U132_2_1_145e6a,1305258,7
10410,2026-08-03 09:36:13,U129,10.5.1.193,Canada,DEV_IT _129,FILE,/admin/syslogs,FILE_READ,SUCCESS,S_U129_2_1_0f50ea,235542,14
10590,2026-08-03 09:37:04,U144,10.1.4.104,USA,DEV_FIN_144,LOGIN,-,LOGIN_SUCCESS,SUCCESS,S_U144_2_0_3a662f,0,1
10174,2026-08-03 09:38:59,U110,10.4.7.228,USA,DEV_EXE_110,LOGIN,-,LOGIN_SUCCESS,SUCCESS,S_U110_2_0_74ebd4,0,2
10595,2026-08-03 09:39:05,U145,10.5.6.242,Canada,DEV_IT _145,FILE,/admin/syslogs,FILE_WRITE,SUCCESS,S_U145_2_0_a23b8d,967474,25
10263,2026-08-03 09:41:15,U116,10.2.3.97,USA,DEV_IT _116,FILE,/config/router_cfg,FILE_READ,SUCCESS,S_U116_2_1_100fb8,417188,28
10364,2026-08-03 09:45:21,U124,10.1.1.105,UK,DEV_HR_124,FILE,/hr/employee_records,FILE_WRITE,SUCCESS,S_U124_2_1_e5389e,2788430,30
10596,2026-08-03 09:48:05,U145,10.5.6.242,Canada,DEV_IT _145,FILE,/admin/syslogs,FILE_READ,SUCCESS,S_U145_2_0_a23b8d,230801,15
10621,2026-08-03 09:48:42,U147,10.5.9.177,USA,DEV_IT _147,LOGIN,-,LOGIN_SUCCESS,SUCCESS,S_U147_2_1_f30f9c,0,1
10175,2026-08-03 09:50:59,U110,10.4.7.228,USA,DEV_EXE_110,FILE,/exec/strategy_2027.pdf,FILE_READ,SUCCESS,S_U110_2_0_74ebd4,810870,29
10591,2026-08-03 09:51:04,U144,10.1.4.104,USA,DEV_FIN_144,FILE,/finance/budgets_2026.pdf,FILE_WRITE,SUCCESS,S_U144_2_0_3a662f,2686416,24
10411,2026-08-03 09:52:13,U129,10.5.1.193,Canada,DEV_IT _129,FILE,/admin/backups,FILE_READ,SUCCESS,S_U129_2_1_0f50ea,961293,26
10597,2026-08-03 09:53:05,U145,10.5.6.242,Canada,DEV_IT _145,FILE,/code/main_app,FILE_READ,SUCCESS,S_U145_2_0_a23b8d,1326814,3
10412,2026-08-03 09:55:13,U129,10.5.1.193,Canada,DEV_IT _129,FILE,/admin/backups,FILE_READ,SUCCESS,S_U129_2_1_0f50ea,1263258,9
10463,2026-08-03 09:55:59,U132,10.3.7.35,USA,DEV_IT _132,FILE,/admin/backups,FILE_READ,SUCCESS,S_U132_2_1_145e6a,1682241,23
10176,2026-08-03 09:56:59,U110,10.4.7.228,USA,DEV_EXE_110,FILE,/finance/summary.xlsx,FILE_READ,SUCCESS,S_U110_2_0_74ebd4,1731011,4
10622,2026-08-03 09:57:42,U147,10.5.9.177,USA,DEV_IT _147,FILE,/code/main_app,FILE_WRITE,SUCCESS,S_U147_2_1_f30f9c,301218,6
10116,2026-08-03 09:58:38,U105,10.5.5.214,Germany,DEV_ENG_105,LOGIN,-,LOGIN_SUCCESS,SUCCESS,S_U105_2_1_f72d2a,0,1
10423,2026-08-03 09:59:28,U130,10.5.2.174,Canada,DEV_IT _130,LOGIN,-,LOGIN_SUCCESS,SUCCESS,S_U130_2_1_c5bae1,0,3
10436,2026-08-03 10:01:16,U131,10.1.7.170,USA,DEV_EXE_131,LOGIN,-,LOGIN_SUCCESS,SUCCESS,S_U131_2_0_61ce1f,0,1
10365,2026-08-03 10:02:21,U124,10.1.1.105,UK,DEV_HR_124,FILE,/hr/benefits.pdf,FILE_READ,SUCCESS,S_U124_2_1_e5389e,886578,26
10424,2026-08-03 10:02:28,U130,10.5.2.174,Canada,DEV_IT _130,FILE,/config/router_cfg,FILE_WRITE,SUCCESS,S_U130_2_1_c5bae1,132937,29
10177,2026-08-03 10:02:59,U110,10.4.7.228,USA,DEV_EXE_110,FILE,/finance/summary.xlsx,FILE_READ,SUCCESS,S_U110_2_0_74ebd4,178585,4
10598,2026-08-03 10:04:05,U145,10.5.6.242,Canada,DEV_IT _145,FILE,/admin/backups,FILE_READ,SUCCESS,S_U145_2_0_a23b8d,76560,24
10264,2026-08-03 10:04:15,U116,10.2.3.97,USA,DEV_IT _116,FILE,/code/main_app,FILE_READ,SUCCESS,S_U116_2_1_100fb8,1053552,22
10425,2026-08-03 10:06:28,U130,10.5.2.174,Canada,DEV_IT _130,FILE,/admin/backups,FILE_READ,SUCCESS,S_U130_2_1_c5bae1,1221994,8
10592,2026-08-03 10:09:04,U144,10.1.4.104,USA,DEV_FIN_144,FILE,/finance/invoices/,FILE_WRITE,SUCCESS,S_U144_2_0_3a662f,1737273,4
10599,2026-08-03 10:10:05,U145,10.5.6.242,Canada,DEV_IT _145,FILE,/admin/syslogs,FILE_READ,SUCCESS,S_U145_2_0_a23b8d,1091053,13
10437,2026-08-03 10:10:16,U131,10.1.7.170,USA,DEV_EXE_131,FILE,/exec/strategy_2027.pdf,FILE_READ,SUCCESS,S_U131_2_0_61ce1f,1080666,17
10303,2026-08-03 10:10:20,U120,10.5.8.32,Canada,DEV_HR_120,LOGIN,-,LOGIN_SUCCESS,SUCCESS,S_U120_2_0_575423,0,2
10265,2026-08-03 10:11:15,U116,10.2.3.97,USA,DEV_IT _116,FILE,/admin/backups,FILE_READ,SUCCESS,S_U116_2_1_100fb8,1551655,26
10117,2026-08-03 10:11:38,U105,10.5.5.214,Germany,DEV_ENG_105,FILE,/code/api_service,FILE_READ,SUCCESS,S_U105_2_1_f72d2a,847471,21
10517,2026-08-03 10:11:40,U136,10.5.3.71,USA,DEV_ENG_136,LOGIN,-,LOGIN_SUCCESS,SUCCESS,S_U136_2_0_70aa70,0,3
10464,2026-08-03 10:14:59,U132,10.3.7.35,USA,DEV_IT _132,FILE,/config/router_cfg,FILE_WRITE,SUCCESS,S_U132_2_1_145e6a,636995,27
10357,2026-08-03 10:18:02,U124,10.1.1.105,USA,DEV_HR_124,LOGIN,-,LOGIN_SUCCESS,SUCCESS,S_U124_2_0_ae97c3,0,2
10593,2026-08-03 10:18:04,U144,10.1.4.104,USA,DEV_FIN_144,AUTHENTICATION,-,LOGOUT,SUCCESS,S_U144_2_0_3a662f,0,0
10518,2026-08-03 10:19:40,U136,10.5.3.71,USA,DEV_ENG_136,FILE,/docs/architecture.pdf,FILE_READ,SUCCESS,S_U136_2_0_70aa70,950837,14
10413,2026-08-03 10:20:13,U129,10.5.1.193,Canada,DEV_IT _129,FILE,/config/router_cfg,FILE_READ,SUCCESS,S_U129_2_1_0f50ea,1394966,9
10304,2026-08-03 10:20:20,U120,10.5.8.32,Canada,DEV_HR_120,FILE,/hr/employee_records,FILE_READ,SUCCESS,S_U120_2_0_575423,2360396,10
10118,2026-08-03 10:21:38,U105,10.5.5.214,Germany,DEV_ENG_105,FILE,/code/api_service,FILE_READ,SUCCESS,S_U105_2_1_f72d2a,457535,30
10519,2026-08-03 10:21:40,U136,10.5.3.71,USA,DEV_ENG_136,FILE,/code/api_service,FILE_READ,SUCCESS,S_U136_2_0_70aa70,633731,26
10623,2026-08-03 10:21:42,U147,10.5.9.177,USA,DEV_IT _147,FILE,/config/router_cfg,FILE_READ,SUCCESS,S_U147_2_1_f30f9c,234131,9
10426,2026-08-03 10:23:28,U130,10.5.2.174,Canada,DEV_IT _130,FILE,/admin/backups,FILE_WRITE,SUCCESS,S_U130_2_1_c5bae1,685831,2
10427,2026-08-03 10:24:28,U130,10.5.2.174,Canada,DEV_IT _130,NETWORK,10.0.0.1:443,CONNECTION,SUCCESS,S_U130_2_1_c5bae1,49593,12
10305,2026-08-03 10:26:20,U120,10.5.8.32,Canada,DEV_HR_120,FILE,/hr/performance_reviews/,FILE_WRITE,SUCCESS,S_U120_2_0_575423,2627098,19
10266,2026-08-03 10:27:15,U116,10.2.3.97,USA,DEV_IT _116,FILE,/admin/syslogs,FILE_WRITE,SUCCESS,S_U116_2_1_100fb8,472766,3
10306,2026-08-03 10:27:20,U120,10.5.8.32,Canada,DEV_HR_120,AUTHENTICATION,-,PASSWORD_CHANGE,SUCCESS,S_U120_2_0_575423,0,2
10366,2026-08-03 10:27:21,U124,10.1.1.105,UK,DEV_HR_124,AUTHENTICATION,-,LOGOUT,SUCCESS,S_U124_2_1_e5389e,0,0
10178,2026-08-03 10:27:59,U110,10.4.7.228,USA,DEV_EXE_110,FILE,/finance/summary.xlsx,FILE_READ,SUCCESS,S_U110_2_0_74ebd4,1627873,15
10179,2026-08-03 10:28:59,U110,10.4.7.228,USA,DEV_EXE_110,NETWORK,10.0.0.1:443,CONNECTION,SUCCESS,S_U110_2_0_74ebd4,21423,51
10438,2026-08-03 10:29:16,U131,10.1.7.170,USA,DEV_EXE_131,FILE,/finance/summary.xlsx,FILE_READ,SUCCESS,S_U131_2_0_61ce1f,1465847,10
10572,2026-08-03 10:30:04,U140,10.2.7.34,USA,DEV_IT _140,LOGIN,-,LOGIN_SUCCESS,SUCCESS,S_U140_2_2_ff5968,0,3
10414,2026-08-03 10:31:13,U129,10.5.1.193,Canada,DEV_IT _129,FILE,/admin/backups,FILE_READ,SUCCESS,S_U129_2_1_0f50ea,2236285,9
10216,2026-08-03 10:32:41,U113,10.4.10.18,USA,DEV_FIN_113,LOGIN,-,LOGIN_SUCCESS,SUCCESS,S_U113_2_0_02afae,0,3
10573,2026-08-03 10:35:04,U140,10.2.7.34,USA,DEV_IT _140,FILE,/config/router_cfg,FILE_WRITE,SUCCESS,S_U140_2_2_ff5968,677583,6
10465,2026-08-03 10:35:59,U132,10.3.7.35,USA,DEV_IT _132,AUTHENTICATION,-,LOGOUT,SUCCESS,S_U132_2_1_145e6a,0,0
10308,2026-08-03 10:37:37,U120,10.5.8.32,UK,DEV_HR_120,LOGIN,-,LOGIN_SUCCESS,SUCCESS,S_U120_2_1_e32e23,0,3
10600,2026-08-03 10:38:05,U145,10.5.6.242,Canada,DEV_IT _145,AUTHENTICATION,-,LOGOUT,SUCCESS,S_U145_2_0_a23b8d,0,0
10624,2026-08-03 10:39:42,U147,10.5.9.177,USA,DEV_IT _147,FILE,/code/main_app,FILE_READ,SUCCESS,S_U147_2_1_f30f9c,1612344,16
10416,2026-08-03 10:40:43,U130,10.5.2.174,USA,DEV_IT _130,LOGIN,-,LOGIN_SUCCESS,SUCCESS,S_U130_2_0_fe68e6,0,2
10367,2026-08-03 10:41:36,U125,10.2.4.50,USA,DEV_HR_125,LOGIN,-,LOGIN_SUCCESS,SUCCESS,S_U125_2_0_3f0147,0,2
10267,2026-08-03 10:42:15,U116,10.2.3.97,USA,DEV_IT _116,AUTHENTICATION,-,LOGOUT,SUCCESS,S_U116_2_1_100fb8,0,0
10358,2026-08-03 10:43:02,U124,10.1.1.105,USA,DEV_HR_124,FILE,/hr/benefits.pdf,FILE_READ,SUCCESS,S_U124_2_0_ae97c3,897534,28
10119,2026-08-03 10:43:38,U105,10.5.5.214,Germany,DEV_ENG_105,FILE,/code/main_app,FILE_WRITE,SUCCESS,S_U105_2_1_f72d2a,1898946,3
10180,2026-08-03 10:43:59,U110,10.4.7.228,USA,DEV_EXE_110,AUTHENTICATION,-,LOGOUT,SUCCESS,S_U110_2_0_74ebd4,0,0
10368,2026-08-03 10:44:36,U125,10.2.4.50,USA,DEV_HR_125,FILE,/hr/benefits.pdf,FILE_WRITE,SUCCESS,S_U125_2_0_3f0147,831447,25
10520,2026-08-03 10:45:40,U136,10.5.3.71,USA,DEV_ENG_136,FILE,/code/main_app,FILE_READ,SUCCESS,S_U136_2_0_70aa70,263389,27
10439,2026-08-03 10:46:16,U131,10.1.7.170,USA,DEV_EXE_131,FILE,/finance/summary.xlsx,FILE_READ,SUCCESS,S_U131_2_0_61ce1f,2107707,16
10166,2026-08-03 10:47:47,U109,10.2.1.208,Canada,DEV_HR_109,LOGIN,-,LOGIN_SUCCESS,SUCCESS,S_U109_2_2_df420b,0,1
10217,2026-08-03 10:48:41,U113,10.4.10.18,USA,DEV_FIN_113,FILE,/finance/budgets_2026.pdf,FILE_READ,SUCCESS,S_U113_2_0_02afae,382914,13
10550,2026-08-03 10:48:50,U138,10.2.5.43,USA,DEV_ENG_138,LOGIN,-,LOGIN_SUCCESS,SUCCESS,S_U138_2_0_c90e7c,0,3
10574,2026-08-03 10:49:04,U140,10.2.7.34,USA,DEV_IT _140,FILE,/admin/backups,FILE_READ,SUCCESS,S_U140_2_2_ff5968,1470059,6
10309,2026-08-03 10:49:37,U120,10.5.8.32,UK,DEV_HR_120,FILE,/hr/performance_reviews/,FILE_READ,SUCCESS,S_U120_2_1_e32e23,169007,4
10575,2026-08-03 10:50:04,U140,10.2.7.34,USA,DEV_IT _140,AUTHENTICATION,-,PASSWORD_CHANGE,SUCCESS,S_U140_2_2_ff5968,0,2
10307,2026-08-03 10:52:20,U120,10.5.8.32,Canada,DEV_HR_120,AUTHENTICATION,-,LOGOUT,SUCCESS,S_U120_2_0_575423,0,0
10428,2026-08-03 10:52:28,U130,10.5.2.174,Canada,DEV_IT _130,AUTHENTICATION,-,LOGOUT,SUCCESS,S_U130_2_1_c5bae1,0,0
10310,2026-08-03 10:52:37,U120,10.5.8.32,UK,DEV_HR_120,FILE,/hr/performance_reviews/,FILE_READ,SUCCESS,S_U120_2_1_e32e23,1160047,22
10415,2026-08-03 10:53:13,U129,10.5.1.193,Canada,DEV_IT _129,AUTHENTICATION,-,LOGOUT,SUCCESS,S_U129_2_1_0f50ea,0,0
10440,2026-08-03 10:53:16,U131,10.1.7.170,USA,DEV_EXE_131,FILE,/finance/summary.xlsx,FILE_WRITE,SUCCESS,S_U131_2_0_61ce1f,759951,6
10097,2026-08-03 10:54:21,U104,10.3.6.156,UK,DEV_FIN_104,LOGIN,-,LOGIN_SUCCESS,SUCCESS,S_U104_2_0_495ee9,0,3
10369,2026-08-03 10:55:36,U125,10.2.4.50,USA,DEV_HR_125,FILE,/hr/employee_records,FILE_READ,SUCCESS,S_U125_2_0_3f0147,1301547,20
